UNITID,ADMCON1_2017,ADMCON2_2017,ADMCON3_2017,ADMCON4_2017,ADMCON5_2017,ADMCON6_2017,ADMCON7_2017,ADMCON8_2017,ADMCON9_2017,XAPPLCN_2017,APPLCN_2017,XAPPLCNM_2017,APPLCNM_2017,XAPPLCNW_2017,APPLCNW_2017,XADMSSN_2017,ADMSSN_2017,XADMSSNM_2017,ADMSSNM_2017,XADMSSNW_2017,ADMSSNW_2017,XENRLT_2017,ENRLT_2017,XENRLM_2017,ENRLM_2017,XENRLW_2017,ENRLW_2017,XENRLFT_2017,ENRLFT_2017,XENRLFTM_2017,ENRLFTM_2017,XENRLFTW_2017,ENRLFTW_2017,XENRLPT_2017,ENRLPT_2017,XENRLPTM_2017,ENRLPTM_2017,XENRLPTW_2017,ENRLPTW_2017,XSATNUM_2017,SATNUM_2017,XSATPCT_2017,SATPCT_2017,XACTNUM_2017,ACTNUM_2017,XACTPCT_2017,ACTPCT_2017,XSATVR25_2017,SATVR25_2017,XSATVR75_2017,SATVR75_2017,XSATMT25_2017,SATMT25_2017,XSATMT75_2017,SATMT75_2017,XACTCM25_2017,ACTCM25_2017,XACTCM75_2017,ACTCM75_2017,XACTEN25_2017,ACTEN25_2017,XACTEN75_2017,ACTEN75_2017,XACTMT25_2017,ACTMT25_2017,XACTMT75_2017,ACTMT75 _2017,ADMCON1_2015,ADMCON2_2015,ADMCON3_2015,ADMCON4_2015,ADMCON5_2015,ADMCON6_2015,ADMCON7_2015,ADMCON8_2015,ADMCON9_2015,XAPPLCN_2015,APPLCN_2015,XAPPLCNM_2015,APPLCNM_2015,XAPPLCNW_2015,APPLCNW_2015,XADMSSN_2015,ADMSSN_2015,XADMSSNM_2015,ADMSSNM_2015,XADMSSNW_2015,ADMSSNW_2015,XENRLT_2015,ENRLT_2015,XENRLM_2015,ENRLM_2015,XENRLW_2015,ENRLW_2015,XENRLFT_2015,ENRLFT_2015,XENRLFTM_2015,ENRLFTM_2015,XENRLFTW_2015,ENRLFTW_2015,XENRLPT_2015,ENRLPT_2015,XENRLPTM_2015,ENRLPTM_2015,XENRLPTW_2015,ENRLPTW_2015,XSATNUM_2015,SATNUM_2015,XSATPCT_2015,SATPCT_2015,XACTNUM_2015,ACTNUM_2015,XACTPCT_2015,ACTPCT_2015,XSATVR25_2015,SATVR25_2015,XSATVR75_2015,SATVR75_2015,XSATMT25_2015,SATMT25_2015,XSATMT75_2015,SATMT75_2015,XSATWR25_2015,SATWR25_2015,XSATWR75_2015,SATWR75_2015,XACTCM25_2015,ACTCM25_2015,XACTCM75_2015,ACTCM75_2015,XACTEN25_2015,ACTEN25_2015,XACTEN75_2015,ACTEN75_2015,XACTMT25_2015,ACTMT25_2015,XACTMT75_2015,ACTMT75_2015,XACTWR25_2015,ACTWR25_2015,XACTWR75_2015,ACTWR75 _2015,ADMCON1_2016,ADMCON2_2016,ADMCON3_2016,ADMCON4_2016,ADMCON5_2016,ADMCON6_2016,ADMCON7_2016,ADMCON8_2016,ADMCON9_2016,XAPPLCN_2016,APPLCN_2016,XAPPLCNM_2016,APPLCNM_2016,XAPPLCNW_2016,APPLCNW_2016,XADMSSN_2016,ADMSSN_2016,XADMSSNM_2016,ADMSSNM_2016,XADMSSNW_2016,ADMSSNW_2016,XENRLT_2016,ENRLT_2016,XENRLM_2016,ENRLM_2016,XENRLW_2016,ENRLW_2016,XENRLFT_2016,ENRLFT_2016,XENRLFTM_2016,ENRLFTM_2016,XENRLFTW_2016,ENRLFTW_2016,XENRLPT_2016,ENRLPT_2016,XENRLPTM_2016,ENRLPTM_2016,XENRLPTW_2016,ENRLPTW_2016,XSATNUM_2016,SATNUM_2016,XSATPCT_2016,SATPCT_2016,XACTNUM_2016,ACTNUM_2016,XACTPCT_2016,ACTPCT_2016,XSATVR25_2016,SATVR25_2016,XSATVR75_2016,SATVR75_2016,XSATMT25_2016,SATMT25_2016,XSATMT75_2016,SATMT75_2016,XACTCM25_2016,ACTCM25_2016,XACTCM75_2016,ACTCM75_2016,XACTEN25_2016,ACTEN25_2016,XACTEN75_2016,ACTEN75_2016,XACTMT25_2016,ACTMT25_2016,XACTMT75_2016,ACTMT75 _2016
102614,1,3,3,3,3,3,1,1,3,R,1631,R,717,R,914,R,1251,R,559,R,692,R,804,R,374,R,430,R,638,R,311,R,327,R,166,R,63,R,103,R,214,R,38,R,424,R,75,R,510,R,640,R,520,R,630,R,17,R,25,R,15,R,24,R,17,R,25,1,3,3,3,3,3,1,1,3,R,1554,R,738,R,816,R,1136,R,553,R,583,R,798,R,416,R,382,R,649,R,348,R,301,R,149,R,68,R,81,R,363,R,45,R,426,R,53,R,480,R,610,R,480,R,610,R,450,R,570,R,18,R,26,R,17,R,25,R,17,R,26,R,6,R,8,1,3,3,3,3,3,1,1,3,R,1557,R,750,R,807,R,1144,R,557,R,587,R,775,R,392,R,383,R,620,R,324,R,296,R,155,R,68,R,87,R,296,R,35,R,447,R,53,R,480,R,600,R,470,R,600,R,19,R,26,R,17,R,25,R,18,R,26
102632,1,3,1,2,3,2,2,1,3,R,449,R,182,R,267,R,319,R,137,R,182,R,193,R,87,R,106,R,155,R,74,R,81,R,38,R,13,R,25,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,2,3,2,2,1,3,R,458,R,169,R,289,R,224,R,91,R,133,R,196,R,70,R,126,R,145,R,50,R,95,R,51,R,20,R,31,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,2,3,2,2,1,3,R,384,R,136,R,248,R,188,R,73,R,115,R,162,R,59,R,103,R,118,R,47,R,71,R,44,R,12,R,32,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
102669,1,3,1,2,3,3,2,1,3,R,450,R,145,R,305,R,387,R,119,R,268,R,31,R,7,R,24,R,28,R,7,R,21,R,3,R,0,R,3,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,2,2,1,1,3,R,699,R,268,R,429,R,272,R,103,R,169,R,49,R,21,R,28,R,36,R,15,R,21,R,13,R,6,R,7,R,27,R,64,R,13,R,31,R,415,R,570,R,415,R,545,R,390,R,520,R,17,R,26,R,15,R,26,R,17,R,25,A,,A,,1,2,1,2,2,2,2,1,3,R,474,R,141,R,333,R,261,R,89,R,172,R,41,R,15,R,26,R,39,R,13,R,26,R,2,R,2,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
103893,3,3,1,3,3,3,3,3,1,R,337,R,54,R,283,R,238,R,38,R,200,R,122,R,16,R,106,R,122,R,16,R,106,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,3,3,3,1,R,381,R,62,R,319,R,245,R,37,R,208,R,139,R,22,R,117,R,139,R,22,R,117,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,3,3,3,1,R,213,R,30,R,183,R,180,R,27,R,153,R,101,R,15,R,86,R,101,R,15,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
103909,3,3,1,3,3,3,3,3,1,R,264,R,42,R,222,R,146,R,21,R,125,R,70,R,12,R,58,R,70,R,12,R,58,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,3,3,3,1,R,252,R,49,R,203,R,142,R,24,R,118,R,78,R,14,R,64,R,78,R,14,R,64,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,3,3,3,1,R,213,R,48,R,165,R,94,R,15,R,79,R,68,R,11,R,57,R,68,R,11,R,57,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
103927,3,3,1,3,3,3,3,3,1,R,91,R,24,R,67,R,86,R,21,R,65,R,57,R,16,R,41,R,57,R,16,R,41,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,3,3,3,1,R,168,R,35,R,133,R,132,R,27,R,105,R,91,R,21,R,70,R,91,R,21,R,70,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,3,1,3,3,3,3,3,1,R,123,R,25,R,98,R,83,R,16,R,67,R,54,R,8,R,46,R,54,R,8,R,46,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
104151,2,2,1,2,3,3,1,1,2,R,24127,R,12627,R,11500,R,20302,R,10495,R,9807,R,7874,R,4249,R,3625,R,7822,R,4224,R,3598,R,52,R,25,R,27,R,4284,R,54,R,4796,R,61,R,560,R,670,R,560,R,680,R,22,R,29,R,22,R,29,R,23,R,28,2,2,1,2,3,3,1,1,2,R,25380,R,13898,R,11482,R,21042,R,11341,R,9701,R,8348,R,4743,R,3605,R,8278,R,4700,R,3578,R,70,R,43,R,27,R,4570,R,55,R,4775,R,57,R,510,R,630,R,520,R,640,A,,A,,R,23,R,28,R,21,R,29,R,23,R,28,A,,A,,2,2,1,2,3,3,1,1,2,R,24764,R,13514,R,11250,R,20431,R,10961,R,9470,R,8230,R,4569,R,3661,R,8185,R,4540,R,3645,R,45,R,29,R,16,R,4357,R,53,R,5011,R,61,R,500,R,630,R,520,R,650,R,22,R,28,R,22,R,28,R,23,R,28
104179,2,3,1,2,3,2,2,5,3,R,33608,R,14743,R,18865,R,28089,R,12082,R,16007,R,7360,R,3321,R,4039,R,5902,R,2654,R,3248,R,1458,R,667,R,791,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,2,1,2,3,2,2,1,3,R,35408,R,16907,R,18501,R,27061,R,12632,R,14429,R,8037,R,3837,R,4200,R,6973,R,3372,R,3601,R,1064,R,465,R,599,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,2,1,2,3,2,2,1,3,R,36166,R,16474,R,19692,R,28433,R,12759,R,15674,R,7753,R,3509,R,4244,R,5997,R,2722,R,3275,R,1756,R,787,R,969,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
104586,5,5,1,1,1,3,5,1,3,R,2168,R,1604,R,564,R,1659,R,1234,R,425,R,681,R,508,R,173,R,678,R,506,R,172,R,3,R,2,R,1,R,396,R,58,R,392,R,58,R,560,R,670,R,570,R,680,R,23,R,29,R,22,R,29,R,24,R,28,2,2,1,1,1,3,2,1,3,R,1908,R,1491,R,417,R,1510,R,1173,R,337,R,583,R,441,R,142,R,579,R,437,R,142,R,4,R,4,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,2,1,1,1,3,2,1,3,R,2130,R,1579,R,551,R,1626,R,1203,R,423,R,604,R,443,R,161,R,599,R,438,R,161,R,5,R,5,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
104717,1,3,1,3,3,3,2,1,3,R,32734,R,9009,R,18053,R,21906,R,7190,R,14152,R,3515,R,1298,R,2217,R,2648,R,1040,R,1608,R,867,R,258,R,609,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,3,3,3,2,1,3,R,34475,R,8038,R,15740,R,14893,R,4999,R,9082,R,3459,R,1272,R,2166,R,2685,R,1053,R,1619,R,774,R,219,R,547,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,3,3,3,2,1,3,R,34096,R,8960,R,16959,R,19413,R,6450,R,11841,R,3318,R,1237,R,2076,R,2502,R,1017,R,1480,R,816,R,220,R,596,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
105330,1,3,1,3,3,3,2,1,3,R,36875,R,13957,R,22918,R,29812,R,10823,R,18989,R,5900,R,2226,R,3674,R,5261,R,1897,R,3364,R,639,R,329,R,310,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,3,3,3,2,1,3,R,29583,R,11870,R,17713,R,22739,R,8669,R,14070,R,5218,R,2024,R,3194,R,4663,R,1726,R,2937,R,555,R,298,R,257,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,3,1,3,3,3,2,1,3,R,36511,R,14482,R,22029,R,28495,R,10673,R,17822,R,5607,R,2218,R,3389,R,5010,R,1875,R,3135,R,597,R,343,R,254,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
105589,1,3,1,2,1,3,5,1,3,R,401,R,124,R,277,R,382,R,115,R,267,R,65,R,21,R,44,R,65,R,21,R,44,A,,A,,A,,R,27,R,42,R,29,R,45,R,570,R,615,R,490,R,570,R,19,R,27,R,20,R,30,R,16,R,24,1,3,1,2,1,3,1,1,3,R,328,R,110,R,218,R,231,R,77,R,154,R,35,R,15,R,20,R,35,R,15,R,20,A,,A,,A,,R,19,R,54,R,10,R,29,R,440,R,580,R,460,R,570,R,430,R,580,R,19,R,27,R,17,R,26,R,20,R,29,A,,A,,1,3,1,2,1,3,1,1,3,R,314,R,107,R,207,R,215,R,77,R,138,R,47,R,22,R,25,R,47,R,22,R,25,A,,A,,A,,R,23,R,51,R,19,R,42,R,480,R,620,R,440,R,580,R,21,R,28,R,20,R,28,R,19,R,24
105899,1,3,1,3,1,3,1,1,3,R,599,R,383,R,216,R,386,R,247,R,139,R,153,R,85,R,68,R,152,R,84,R,68,R,1,R,1,R,0,R,74,R,48,R,97,R,63,R,430,R,540,R,420,R,540,R,15,R,21,R,13,R,20,R,15,R,21,1,3,1,3,1,3,1,1,3,R,486,R,289,R,197,R,249,R,163,R,86,R,121,R,86,R,35,R,121,R,86,R,35,R,0,R,0,R,0,R,50,R,41,R,71,R,59,R,430,R,560,R,473,R,550,A,,A,,R,19,R,23,R,17,R,22,R,17,R,24,A,,A,,1,3,1,3,1,3,1,1,3,R,382,R,231,R,151,R,226,R,140,R,86,R,129,R,80,R,49,R,129,R,80,R,49,R,0,R,0,R,0,R,74,R,57,R,68,R,53,R,410,R,538,R,450,R,550,R,18,R,22,R,15,R,21,R,17,R,23
106245,1,3,1,2,3,3,1,1,3,R,2109,R,895,R,1214,R,1574,R,669,R,905,R,742,R,322,R,420,R,697,R,300,R,397,R,45,R,22,R,23,R,10,R,1,R,695,R,91,R,540,R,580,R,560,R,580,R,19,R,25,R,18,R,25,R,17,R,24,1,3,1,2,3,3,1,1,3,R,1938,R,803,R,1135,R,1741,R,721,R,1020,R,859,R,376,R,483,R,815,R,352,R,463,R,44,R,24,R,20,R,24,R,3,R,709,R,83,R,420,R,560,R,450,R,550,R,440,R,510,R,18,R,24,R,19,R,25,R,17,R,24,A,,A,,1,3,1,2,3,3,1,1,3,R,2035,R,843,R,1192,R,1828,R,757,R,1071,R,805,R,332,R,473,R,768,R,309,R,459,R,37,R,23,R,14,R,15,R,2,R,714,R,98,R,420,R,560,R,470,R,540,R,19,R,25,R,19,R,26,R,18,R,24
106342,1,3,3,2,3,3,1,3,3,R,1650,R,967,R,682,R,1059,R,595,R,464,R,190,R,106,R,84,R,190,R,106,R,84,A,,A,,A,,R,30,R,16,R,169,R,89,R,510,R,602,R,520,R,632,R,22,R,28,R,21,R,31,R,21,R,27,1,2,1,2,2,2,1,1,3,R,1607,R,844,R,763,R,950,R,515,R,435,R,211,R,121,R,90,R,211,R,121,R,90,A,,A,,A,,R,27,R,13,R,200,R,95,R,500,R,600,R,490,R,580,R,460,R,560,R,22,R,27,R,21,R,28,R,21,R,26,A,,A,,1,2,1,2,2,2,1,1,3,R,1421,R,818,R,603,R,1054,R,597,R,457,R,200,R,122,R,78,R,200,R,122,R,78,A,,A,,A,,R,33,R,17,R,200,R,100,R,455,R,540,R,490,R,580,R,22,R,26,R,21,R,27,R,22,R,26
106397,1,5,1,5,3,3,1,5,3,R,21715,R,9036,R,12679,R,14324,R,5945,R,8379,R,5066,R,2283,R,2783,R,5032,R,2270,R,2762,R,34,R,13,R,21,R,1191,R,24,R,4695,R,93,R,560,R,640,R,550,R,640,R,23,R,29,R,23,R,30,R,22,R,28,1,2,1,1,2,3,1,1,3,R,20542,R,8600,R,11942,R,12337,R,5231,R,7106,R,4915,R,2235,R,2680,R,4871,R,2222,R,2649,R,44,R,13,R,31,R,1243,R,25,R,4487,R,91,R,500,R,600,R,510,R,620,A,,A,,R,23,R,28,R,23,R,29,R,22,R,27,A,,A,,1,2,1,1,2,3,1,1,3,R,21539,R,9201,R,12338,R,13613,R,5704,R,7909,R,4967,R,2223,R,2744,R,4938,R,2216,R,2722,R,29,R,7,R,22,R,1238,R,25,R,4595,R,93,R,500,R,600,R,510,R,620,R,23,R,29,R,22,R,27,R,23,R,30
106412,1,2,1,2,3,3,1,1,3,R,4393,R,1678,R,2715,R,2051,R,714,R,1337,R,514,R,197,R,317,R,507,R,194,R,313,R,7,R,3,R,4,R,21,R,4,R,493,R,96,R,448,R,545,R,435,R,515,R,16,R,20,R,15,R,21,R,16,R,19,1,2,1,2,3,3,1,1,3,R,4452,R,1890,R,2562,R,2055,R,820,R,1235,R,684,R,302,R,382,R,671,R,296,R,375,R,13,R,6,R,7,R,48,R,7,R,636,R,93,R,380,R,500,R,400,R,500,R,350,R,485,R,16,R,20,R,14,R,21,R,16,R,20,A,,A,,1,2,1,2,3,3,1,1,3,R,6353,R,2413,R,3940,R,2664,R,945,R,1719,R,772,R,303,R,469,R,763,R,298,R,465,R,9,R,5,R,4,R,54,R,7,R,718,R,93,R,423,R,530,R,415,R,535,R,16,R,21,R,15,R,21,R,16,R,20
106458,1,2,1,2,3,3,1,1,3,R,5683,R,2348,R,3335,R,3752,R,1525,R,2227,R,1427,R,573,R,854,R,1405,R,562,R,843,R,22,R,11,R,11,R,16,R,1,R,1381,R,97,R,508,R,605,R,508,R,625,R,21,R,26,R,22,R,28,R,20,R,26,1,2,1,2,3,3,1,1,3,R,5346,R,2367,R,2979,R,3755,R,1645,R,2110,R,1577,R,727,R,850,R,1542,R,709,R,833,R,35,R,18,R,17,R,25,R,2,R,1465,R,93,R,400,R,540,R,470,R,540,R,420,R,480,R,21,R,26,R,21,R,28,R,20,R,26,A,,A,,1,2,1,2,3,3,1,1,3,R,5655,R,2531,R,3124,R,3981,R,1746,R,2235,R,1644,R,755,R,889,R,1609,R,734,R,875,R,35,R,21,R,14,R,20,R,1,R,1501,R,91,R,433,R,585,R,500,R,620,R,21,R,26,R,20,R,26,R,21,R,27
106467,1,2,1,2,3,3,2,1,3,R,5006,R,2214,R,2792,R,4743,R,2084,R,2659,R,1846,R,909,R,937,R,1757,R,877,R,880,R,89,R,32,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,3,3,2,1,3,R,4619,R,2142,R,2477,R,4116,R,1894,R,2222,R,2013,R,985,R,1028,R,1938,R,954,R,984,R,75,R,31,R,44,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,2,1,2,3,3,2,1,3,R,5232,R,2372,R,2860,R,3344,R,1559,R,1785,R,1892,R,913,R,979,R,1819,R,883,R,936,R,73,R,30,R,43,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
106546,1,3,1,3,1,1,1,1,3,R,16,R,6,R,10,R,11,R,6,R,5,R,7,R,4,R,3,R,7,R,4,R,3,A,,A,,A,,R,0,R,0,R,7,R,100,A,,A,,A,,A,,R,19,R,26,R,19,R,25,R,17,R,22,1,3,1,3,1,1,1,1,3,R,34,R,3,R,31,R,11,R,1,R,10,R,5,R,1,R,4,R,5,R,1,R,4,A,,A,,A,,R,0,R,0,R,5,R,100,A,,A,,A,,A,,A,,A,,R,21,R,24,R,20,R,23,R,22,R,23,A,,A,,1,3,1,3,1,1,1,1,3,R,23,R,4,R,19,R,18,R,4,R,14,R,12,R,2,R,10,R,12,R,2,R,10,A,,A,,A,,R,0,R,0,R,12,R,100,A,,A,,A,,A,,R,18,R,23,R,16,R,23,R,17,R,23
106704,1,3,3,2,3,3,1,1,3,R,5362,R,1959,R,3403,R,4823,R,1700,R,3123,R,1937,R,722,R,1215,R,1927,R,718,R,1209,R,10,R,4,R,6,R,75,R,4,R,1825,R,94,R,470,R,555,R,500,R,580,R,21,R,27,R,19,R,25,R,21,R,28,1,2,1,3,3,3,1,1,1,R,5063,R,1924,R,3139,R,4667,R,1715,R,2952,R,2044,R,774,R,1270,R,1986,R,754,R,1232,R,58,R,20,R,38,R,46,R,2,R,1953,R,96,R,440,R,540,R,450,R,570,R,440,R,550,R,20,R,26,R,20,R,27,R,19,R,25,A,,A,,1,2,1,3,3,3,1,1,1,R,4922,R,1894,R,3028,R,4419,R,1643,R,2776,R,1880,R,721,R,1159,R,1867,R,716,R,1151,R,13,R,5,R,8,R,50,R,3,R,1754,R,93,R,410,R,520,R,460,R,540,R,20,R,27,R,20,R,27,R,19,R,26
106713,1,1,1,2,3,3,1,1,3,R,379,R,230,R,149,R,256,R,148,R,108,R,136,R,89,R,47,R,136,R,89,R,47,R,0,R,0,R,0,R,10,R,7,R,128,R,92,R,420,R,555,R,468,R,535,R,18,R,22,R,17,R,23,R,17,R,22,1,1,1,2,3,3,1,1,3,R,358,R,174,R,184,R,170,R,82,R,88,R,110,R,55,R,55,R,108,R,53,R,55,R,2,R,2,R,0,R,4,R,4,R,103,R,94,R,488,R,508,R,407,R,445,R,405,R,450,R,18,R,23,R,17,R,25,R,18,R,24,A,,A,,1,1,1,2,3,3,1,1,3,R,318,R,184,R,134,R,197,R,114,R,83,R,126,R,73,R,53,R,125,R,72,R,53,R,1,R,1,R,0,R,11,R,9,R,115,R,91,R,405,R,470,R,410,R,495,R,19,R,25,R,17,R,25,R,18,R,24
107044,2,2,1,2,1,3,1,1,3,R,2023,R,888,R,1135,R,1459,R,635,R,824,R,945,R,409,R,536,R,944,R,408,R,536,R,1,R,1,R,0,R,270,R,28,R,850,R,90,R,530,R,650,R,520,R,630,R,22,R,28,R,22,R,31,R,21,R,27,2,2,1,2,1,3,1,1,4,R,1503,R,663,R,840,R,1491,R,659,R,832,R,992,R,459,R,533,R,984,R,454,R,530,R,8,R,5,R,3,R,288,R,29,R,872,R,88,R,490,R,620,R,480,R,620,A,,A,,R,22,R,28,R,22,R,28,R,22,R,28,A,,A,,2,2,1,2,1,3,1,1,3,R,2217,R,970,R,1247,R,1556,R,681,R,875,R,1019,R,446,R,573,R,1013,R,446,R,567,R,6,R,0,R,6,R,272,R,27,R,902,R,89,R,500,R,610,R,480,R,610,R,22,R,28,R,22,R,30,R,20,R,27
107071,1,1,1,3,3,3,1,1,3,R,2367,R,931,R,1436,R,1886,R,772,R,1114,R,617,R,281,R,336,R,615,R,280,R,335,R,2,R,1,R,1,R,28,R,5,R,589,R,95,R,476,R,558,R,478,R,565,R,19,R,25,R,19,R,26,R,18,R,25,1,1,1,3,3,4,1,1,4,R,3786,R,1572,R,2214,R,2398,R,998,R,1400,R,770,R,351,R,419,R,758,R,346,R,412,R,12,R,5,R,7,R,28,R,4,R,737,R,96,R,430,R,493,R,448,R,525,A,,A,,R,18,R,24,R,18,R,25,R,17,R,24,A,,A,,1,1,1,3,3,3,1,1,3,R,4072,R,1635,R,2437,R,2692,R,1085,R,1607,R,746,R,332,R,414,R,740,R,328,R,412,R,6,R,4,R,2,R,33,R,4,R,712,R,95,R,438,R,440,R,580,R,590,R,19,R,25,R,18,R,25,R,18,R,24
107080,1,2,1,1,5,3,1,1,3,R,1465,R,656,R,809,R,1169,R,524,R,645,R,338,R,168,R,170,R,338,R,168,R,170,A,,A,,A,,R,76,R,22,R,309,R,91,R,560,R,710,R,540,R,700,R,24,R,31,R,25,R,34,R,24,R,29,1,2,1,1,1,3,1,1,4,R,1714,R,817,R,897,R,1412,R,666,R,746,R,395,R,195,R,200,R,395,R,195,R,200,A,,A,,A,,R,129,R,33,R,356,R,90,R,540,R,680,R,580,R,660,A,,A,,R,25,R,32,R,25,R,34,R,29,R,33,A,,A,,1,2,1,1,1,3,1,1,3,R,1830,R,873,R,957,R,1411,R,672,R,739,R,351,R,172,R,179,R,351,R,172,R,179,A,,A,,A,,R,99,R,28,R,320,R,91,R,550,R,690,R,550,R,670,R,26,R,32,R,27,R,34,R,25,R,31
107141,1,2,1,2,1,3,1,1,3,R,1198,R,410,R,788,R,908,R,327,R,581,R,326,R,152,R,174,R,326,R,152,R,174,A,,A,,A,,R,63,R,19,R,286,R,87,R,550,R,680,R,530,R,630,R,24,R,29,R,23,R,32,R,22,R,27,1,2,1,2,1,3,1,1,3,R,1166,R,446,R,720,R,860,R,352,R,508,R,358,R,149,R,209,R,358,R,149,R,209,A,,A,,A,,R,93,R,26,R,310,R,86,R,520,R,660,R,510,R,625,R,480,R,650,R,24,R,30,R,24,R,32,R,22,R,28,R,6,R,8,1,2,1,2,1,3,1,1,3,R,1206,R,415,R,791,R,930,R,342,R,588,R,323,R,126,R,197,R,323,R,126,R,197,A,,A,,A,,R,79,R,24,R,269,R,83,R,535,R,645,R,480,R,600,R,23,R,29,R,23,R,31,R,22,R,27
107512,1,2,1,2,3,2,1,1,3,R,1786,R,748,R,1038,R,1267,R,519,R,748,R,468,R,196,R,272,R,468,R,196,R,272,R,0,R,0,R,0,R,83,R,18,R,427,R,91,R,540,R,640,R,480,R,620,R,21,R,28,R,21,R,30,R,20,R,27,1,2,1,2,3,2,1,1,3,R,1753,R,807,R,946,R,1200,R,552,R,648,R,412,R,206,R,206,R,412,R,206,R,206,A,,A,,A,,R,69,R,17,R,376,R,91,R,470,R,610,R,470,R,630,A,,A,,R,21,R,28,R,21,R,30,R,20,R,27,A,,A,,1,2,1,2,3,2,1,1,3,R,1712,R,745,R,967,R,1145,R,497,R,648,R,396,R,183,R,213,R,395,R,182,R,213,R,1,R,1,R,0,R,80,R,20,R,361,R,91,R,470,R,610,R,480,R,590,R,21,R,28,R,21,R,30,R,19,R,26
107558,1,2,1,2,2,3,5,1,3,R,995,R,410,R,585,R,887,R,370,R,517,R,259,R,124,R,135,R,259,R,124,R,135,A,,A,,A,,R,57,R,22,R,183,R,71,R,470,R,590,R,460,R,590,R,18,R,23,R,17,R,24,R,17,R,24,1,2,1,2,2,3,1,1,4,R,744,R,311,R,433,R,720,R,299,R,421,R,211,R,102,R,109,R,210,R,101,R,109,R,1,R,1,R,0,R,36,R,17,R,182,R,86,R,420,R,540,R,430,R,520,R,400,R,520,R,20,R,25,R,20,R,26,R,18,R,25,A,,A,,1,2,1,2,2,3,1,1,3,R,895,R,379,R,516,R,777,R,317,R,460,R,189,R,86,R,103,R,189,R,86,R,103,R,0,R,0,R,0,R,22,R,12,R,152,R,80,R,390,R,500,R,430,R,530,R,19,R,24,R,18,R,24,R,17,R,24
