,UNITID,XUGPO9_N_1617,UGPO9_N_1617,XUGPO9_T_1617,UGPO9_T_1617,XUGPO9_A_1617,UGPO9_A_1617,XGPO9_N_1617,GPO9_N_1617,XGPO9_T_1617,GPO9_T_1617,XGPO9_A_1617,GPO9_A_1617,XPO9_N_1617,PO9_N_1617,XPO9_T_1617,PO9_T_1617,XPO9_A_1617,PO9_A_1617,XUGDOD_N_1617,UGDOD_N_1617,XUGDOD_T_1617,UGDOD_T_1617,XUGDOD_A_1617,UGDOD_A_1617,XGDOD_N_1617,GDOD_N_1617,XGDOD_T_1617,GDOD_T_1617,XGDOD_A_1617,GDOD_A_1617,XDOD_N_1617,DOD_N_1617,XDOD_T_1617,DOD_T_1617,XDOD_A_1617,DOD_A   _1617,XUGPO9_N_1415,UGPO9_N_1415,XUGPO9_T_1415,UGPO9_T_1415,XUGPO9_A_1415,UGPO9_A_1415,XGPO9_N_1415,GPO9_N_1415,XGPO9_T_1415,GPO9_T_1415,XGPO9_A_1415,GPO9_A_1415,XPO9_N_1415,PO9_N_1415,XPO9_T_1415,PO9_T_1415,XPO9_A_1415,PO9_A_1415,XUGDOD_N_1415,UGDOD_N_1415,XUGDOD_T_1415,UGDOD_T_1415,XUGDOD_A_1415,UGDOD_A_1415,XGDOD_N_1415,GDOD_N_1415,XGDOD_T_1415,GDOD_T_1415,XGDOD_A_1415,GDOD_A_1415,XDOD_N_1415,DOD_N_1415,XDOD_T_1415,DOD_T_1415,XDOD_A_1415,DOD_A   _1415,XUGPO9_N_1516,UGPO9_N_1516,XUGPO9_T_1516,UGPO9_T_1516,XUGPO9_A_1516,UGPO9_A_1516,XGPO9_N_1516,GPO9_N_1516,XGPO9_T_1516,GPO9_T_1516,XGPO9_A_1516,GPO9_A_1516,XPO9_N_1516,PO9_N_1516,XPO9_T_1516,PO9_T_1516,XPO9_A_1516,PO9_A_1516,XUGDOD_N_1516,UGDOD_N_1516,XUGDOD_T_1516,UGDOD_T_1516,XUGDOD_A_1516,UGDOD_A_1516,XGDOD_N_1516,GDOD_N_1516,XGDOD_T_1516,GDOD_T_1516,XGDOD_A_1516,GDOD_A_1516,XDOD_N_1516,DOD_N_1516,XDOD_T_1516,DOD_T_1516,XDOD_A_1516,DOD_A   _1516
5964,476601,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5965,476610,R,2.0,R,7850.0,R,3925.0,A,,A,,A,,R,2.0,R,7850.0,R,3925.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,3.0,R,24560.0,R,8187.0,A,,A,,A,,R,3.0,R,24560.0,R,8187.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5966,476629,R,1.0,R,13082.0,R,13082.0,A,,A,,A,,R,1.0,R,13082.0,R,13082.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,3.0,R,57306.0,R,19102.0,A,,A,,A,,R,3.0,R,57306.0,R,19102.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5967,476674,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5968,476683,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5969,476692,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5970,476708,R,1.0,R,9900.0,R,9900.0,A,,A,,A,,R,1.0,R,9900.0,R,9900.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,55440.0,R,9240.0,A,,A,,A,,R,6.0,R,55440.0,R,9240.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,9.0,R,79214.0,R,8802.0,A,,A,,A,,R,9.0,R,79214.0,R,8802.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5971,476717,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5972,476726,R,9.0,R,92817.0,R,10313.0,A,,A,,A,,R,9.0,R,92817.0,R,10313.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,11.0,R,106120.0,R,9647.0,A,,A,,A,,R,11.0,R,106120.0,R,9647.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,11.0,R,125429.0,R,11403.0,A,,A,,A,,R,11.0,R,125429.0,R,11403.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5973,476735,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,10653.0,R,10653.0,A,,A,,A,,R,1.0,R,10653.0,R,10653.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,14480.0,R,14480.0,A,,A,,A,,R,1.0,R,14480.0,R,14480.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5974,476744,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5975,476753,R,3.0,R,29823.0,R,9941.0,A,,A,,A,,R,3.0,R,29823.0,R,9941.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,84039.0,R,14007.0,A,,A,,A,,R,6.0,R,84039.0,R,14007.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,9.0,R,111077.0,R,12342.0,A,,A,,A,,R,9.0,R,111077.0,R,12342.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5976,476771,R,5.0,R,56100.0,R,11220.0,A,,A,,A,,R,5.0,R,56100.0,R,11220.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,22440.0,R,11220.0,A,,A,,A,,R,2.0,R,22440.0,R,11220.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,11220.0,R,11220.0,A,,A,,A,,R,1.0,R,11220.0,R,11220.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5977,476780,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5978,476799,R,1.0,R,6500.0,R,6500.0,A,,A,,A,,R,1.0,R,6500.0,R,6500.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,33455.0,R,16728.0,A,,A,,A,,R,2.0,R,33455.0,R,16728.0,R,1.0,R,1545.0,R,1545.0,A,,A,,A,,R,1.0,R,1545.0,R,1545.0,R,3.0,R,16555.0,R,5518.0,A,,A,,A,,R,3.0,R,16555.0,R,5518.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5979,476805,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5980,476814,R,12.0,R,163925.0,R,13660.0,A,,A,,A,,R,12.0,R,163925.0,R,13660.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,25.0,R,326538.0,R,13062.0,A,,A,,A,,R,25.0,R,326538.0,R,13062.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,16.0,R,203105.0,R,12694.0,A,,A,,A,,R,16.0,R,203105.0,R,12694.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5981,476823,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5982,476841,R,1.0,R,10500.0,R,10500.0,A,,A,,A,,R,1.0,R,10500.0,R,10500.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5983,476850,R,3.0,R,31678.0,R,10559.0,A,,A,,A,,R,3.0,R,31678.0,R,10559.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,4.0,R,39460.0,R,9865.0,A,,A,,A,,R,4.0,R,39460.0,R,9865.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,5.0,R,48219.0,R,9644.0,A,,A,,A,,R,5.0,R,48219.0,R,9644.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5984,476869,R,1.0,R,13400.0,R,13400.0,A,,A,,A,,R,1.0,R,13400.0,R,13400.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,2.0,R,20399.0,R,10200.0,A,,A,,A,,R,2.0,R,20399.0,R,10200.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,3.0,R,23415.0,R,7805.0,A,,A,,A,,R,3.0,R,23415.0,R,7805.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5985,476878,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5986,476887,R,10.0,R,151540.0,R,15154.0,A,,A,,A,,R,10.0,R,151540.0,R,15154.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,9.0,R,123248.0,R,13694.0,A,,A,,A,,R,9.0,R,123248.0,R,13694.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,58168.0,R,9695.0,A,,A,,A,,R,6.0,R,58168.0,R,9695.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5987,476896,R,1.0,R,16817.0,R,16817.0,A,,A,,A,,R,1.0,R,16817.0,R,16817.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,17025.0,R,17025.0,A,,A,,A,,R,1.0,R,17025.0,R,17025.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5988,476902,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,14541.0,R,14541.0,A,,A,,A,,R,1.0,R,14541.0,R,14541.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5989,476911,R,18.0,R,354180.0,R,19677.0,A,,A,,A,,R,18.0,R,354180.0,R,19677.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,16.0,R,244074.0,R,15255.0,A,,A,,A,,R,16.0,R,244074.0,R,15255.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,21.0,R,394025.0,R,18763.0,A,,A,,A,,R,21.0,R,394025.0,R,18763.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5990,476939,R,10.0,R,126157.0,R,12616.0,A,,A,,A,,R,10.0,R,126157.0,R,12616.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,5.0,R,66462.0,R,13292.0,A,,A,,A,,R,5.0,R,66462.0,R,13292.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5991,476948,R,93.0,R,899719.0,R,9674.0,A,,A,,A,,R,93.0,R,899719.0,R,9674.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,76.0,R,1249136.0,R,16436.0,A,,A,,A,,R,76.0,R,1249136.0,R,16436.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,92.0,R,871352.0,R,9471.0,A,,A,,A,,R,92.0,R,871352.0,R,9471.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5992,476957,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,19595.0,R,19595.0,A,,A,,A,,R,1.0,R,19595.0,R,19595.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5993,476966,R,29.0,R,391402.0,R,13497.0,A,,A,,A,,R,29.0,R,391402.0,R,13497.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,28.0,R,319032.0,R,11394.0,A,,A,,A,,R,28.0,R,319032.0,R,11394.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,19.0,R,284978.0,R,14999.0,A,,A,,A,,R,19.0,R,284978.0,R,14999.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5994,476975,R,779.0,R,3586827.0,R,4604.0,R,263.0,R,1000466.0,R,3804.0,R,1042.0,R,4587293.0,R,4402.0,R,446.0,R,957422.0,R,2147.0,R,137.0,R,273390.0,R,1996.0,R,583.0,R,1230812.0,R,2111.0,R,481.0,R,1893839.0,R,3937.0,R,122.0,R,362396.0,R,2970.0,R,603.0,R,2256235.0,R,3742.0,R,327.0,R,727230.0,R,2224.0,R,133.0,R,288590.0,R,2170.0,R,460.0,R,1015820.0,R,2208.0,R,394.0,R,1506941.0,R,3825.0,R,117.0,R,371393.0,R,3174.0,R,511.0,R,1878334.0,R,3676.0,R,404.0,R,952178.0,R,2357.0,R,130.0,R,264462.0,R,2034.0,R,534.0,R,1216640.0,R,2278.0
5995,476984,R,4.0,R,73000.0,R,18250.0,A,,A,,A,,R,4.0,R,73000.0,R,18250.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,16380.0,R,16380.0,A,,A,,A,,R,1.0,R,16380.0,R,16380.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,6.0,R,98765.0,R,16461.0,A,,A,,A,,R,6.0,R,98765.0,R,16461.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5996,476993,R,5.0,R,64945.0,R,12989.0,A,,A,,A,,R,5.0,R,64945.0,R,12989.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,7.0,R,61573.0,R,8796.0,A,,A,,A,,R,7.0,R,61573.0,R,8796.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,4.0,R,50120.0,R,12530.0,A,,A,,A,,R,4.0,R,50120.0,R,12530.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5997,477002,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
5998,477039,R,57.0,R,910367.0,R,15971.0,R,0.0,R,0.0,A,,R,57.0,R,910367.0,R,15971.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,21.0,R,333720.0,R,15891.0,R,0.0,R,0.0,A,,R,21.0,R,333720.0,R,15891.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,35.0,R,648598.0,R,18531.0,R,0.0,R,0.0,A,,R,35.0,R,648598.0,R,18531.0,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,
5999,477950,R,8.0,R,112984.0,R,14123.0,A,,A,,A,,R,8.0,R,112984.0,R,14123.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,13.0,R,162692.0,R,12515.0,A,,A,,A,,R,13.0,R,162692.0,R,12515.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,12.0,R,121120.0,R,10093.0,A,,A,,A,,R,12.0,R,121120.0,R,10093.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
6000,477996,R,17.0,R,95199.0,R,5600.0,A,,A,,A,,R,17.0,R,95199.0,R,5600.0,R,2.0,R,4568.0,R,2284.0,A,,A,,A,,R,2.0,R,4568.0,R,2284.0,R,28.0,R,152551.0,R,5448.0,A,,A,,A,,R,28.0,R,152551.0,R,5448.0,R,15.0,R,32333.0,R,2156.0,A,,A,,A,,R,15.0,R,32333.0,R,2156.0,R,20.0,R,93221.0,R,4661.0,A,,A,,A,,R,20.0,R,93221.0,R,4661.0,R,13.0,R,30711.0,R,2362.0,A,,A,,A,,R,13.0,R,30711.0,R,2362.0
6001,478005,R,2.0,R,17914.0,R,8957.0,A,,A,,A,,R,2.0,R,17914.0,R,8957.0,R,1.0,R,4000.0,R,4000.0,A,,A,,A,,R,1.0,R,4000.0,R,4000.0,R,11.0,R,107028.0,R,9730.0,A,,A,,A,,R,11.0,R,107028.0,R,9730.0,R,1.0,R,3960.0,R,3960.0,A,,A,,A,,R,1.0,R,3960.0,R,3960.0,R,7.0,R,63611.0,R,9087.0,A,,A,,A,,R,7.0,R,63611.0,R,9087.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
6002,478014,R,15.0,R,138509.0,R,9234.0,A,,A,,A,,R,15.0,R,138509.0,R,9234.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,11.0,R,65180.0,R,5925.0,A,,A,,A,,R,11.0,R,65180.0,R,5925.0,R,1.0,R,3000.0,R,3000.0,A,,A,,A,,R,1.0,R,3000.0,R,3000.0,R,6.0,R,48906.0,R,8151.0,A,,A,,A,,R,6.0,R,48906.0,R,8151.0,R,1.0,R,3500.0,R,3500.0,A,,A,,A,,R,1.0,R,3500.0,R,3500.0
6003,478582,R,10.0,R,160263.0,R,16026.0,A,,A,,A,,R,10.0,R,160263.0,R,16026.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,14.0,R,165245.0,R,11803.0,A,,A,,A,,R,14.0,R,165245.0,R,11803.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,16.0,R,180549.0,R,11284.0,A,,A,,A,,R,16.0,R,180549.0,R,11284.0,R,1.0,R,4000.0,R,4000.0,A,,A,,A,,R,1.0,R,4000.0,R,4000.0
6004,478591,R,4.0,R,53262.0,R,13316.0,A,,A,,A,,R,4.0,R,53262.0,R,13316.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,5.0,R,56823.0,R,11365.0,A,,A,,A,,R,5.0,R,56823.0,R,11365.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,12793.0,R,12793.0,A,,A,,A,,R,1.0,R,12793.0,R,12793.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
6005,478616,R,1.0,R,19360.0,R,19360.0,A,,A,,A,,R,1.0,R,19360.0,R,19360.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
6006,478634,R,146.0,R,2101657.0,R,14395.0,A,,A,,A,,R,146.0,R,2101657.0,R,14395.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,129.0,R,2150139.0,R,16668.0,A,,A,,A,,R,129.0,R,2150139.0,R,16668.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,157.0,R,2690104.0,R,17134.0,A,,A,,A,,R,157.0,R,2690104.0,R,17134.0,R,1.0,R,1650.0,R,1650.0,A,,A,,A,,R,1.0,R,1650.0,R,1650.0
6007,478661,R,3.0,R,37728.0,R,12576.0,A,,A,,A,,R,3.0,R,37728.0,R,12576.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,17732.0,R,17732.0,A,,A,,A,,R,1.0,R,17732.0,R,17732.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,2363.0,R,2363.0,A,,A,,A,,R,1.0,R,2363.0,R,2363.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
6008,478917,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,13490.0,R,13490.0,A,,A,,A,,R,1.0,R,13490.0,R,13490.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
6009,478953,R,22.0,R,282844.0,R,12857.0,A,,A,,A,,R,22.0,R,282844.0,R,12857.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,8.0,R,126072.0,R,15759.0,A,,A,,A,,R,8.0,R,126072.0,R,15759.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,33.0,R,490058.0,R,14850.0,A,,A,,A,,R,33.0,R,490058.0,R,14850.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
6010,479053,R,22.0,R,192600.0,R,8755.0,A,,A,,A,,R,22.0,R,192600.0,R,8755.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,18.0,R,155052.0,R,8614.0,A,,A,,A,,R,18.0,R,155052.0,R,8614.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,21.0,R,218848.0,R,10421.0,A,,A,,A,,R,21.0,R,218848.0,R,10421.0,R,1.0,R,1947.0,R,1947.0,A,,A,,A,,R,1.0,R,1947.0,R,1947.0
6011,479062,R,1.0,R,8125.0,R,8125.0,A,,A,,A,,R,1.0,R,8125.0,R,8125.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,15800.0,R,15800.0,A,,A,,A,,R,1.0,R,15800.0,R,15800.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,,R,1.0,R,15850.0,R,15850.0,A,,A,,A,,R,1.0,R,15850.0,R,15850.0,R,0.0,R,0.0,A,,A,,A,,A,,R,0.0,R,0.0,A,
